elapsed_s,robot_x,robot_y,robot_theta,human_x,human_y,human_theta,distance,alpha_deg,alpha_rad,dist_error,r_d,r_alpha,reward,action
5.741,1.9531,2.7556,2.8358,2.1391,1.294,2.1148,1.4734,23.922,0.4175,0.0266,0.9734,0.0431,1.0165,fast_right
6.053,1.8305,2.7839,2.9802,2.0744,1.3953,2.1629,1.4099,23.963,0.4182,0.0901,0.9099,0.0415,0.9513,fast_right
6.352,1.7052,2.7967,3.0852,2.0051,1.4932,2.2109,1.3375,23.719,0.414,0.1625,0.8375,0.0512,0.8888,fast_right
6.641,1.5792,2.7993,-3.138,1.9312,1.5876,2.2589,1.2618,23.224,0.4053,0.2382,0.7618,0.071,0.8328,fast_right
6.958,1.4532,2.7974,-3.123,1.8527,1.6785,2.3069,1.188,22.527,0.3932,0.312,0.688,0.0989,0.7869,fast_right
7.251,1.3272,2.7966,3.1302,1.77,1.7655,2.3549,1.1222,21.685,0.3785,0.3778,0.6222,0.1326,0.7548,fast_right
7.549,1.2014,2.8026,3.0552,1.6833,1.8483,2.4029,1.069,20.88,0.3644,0.431,0.569,0.1648,0.7338,fast_right
7.841,1.0768,2.821,2.9352,1.5928,1.9269,2.4508,1.0323,20.434,0.3566,0.4677,0.5323,0.1826,0.7149,fast_straight
8.173,0.9507,2.8582,2.7914,1.4985,2.0011,2.4988,1.0171,20.588,0.3593,0.4829,0.5171,0.1765,0.6936,fast_left
8.342,0.8501,2.9,2.7164,1.4337,2.048,2.5308,1.0327,20.594,0.3594,0.4673,0.5327,0.1762,0.7089,fast_left
8.541,0.7541,2.9472,2.6614,1.3674,2.0929,2.5629,1.0517,21.162,0.3694,0.4483,0.5517,0.1535,0.7052,fast_left
8.852,0.6403,3.0104,2.6164,1.2653,2.1562,2.6109,1.0585,23.403,0.4085,0.4415,0.5585,0.0639,0.6224,fast_left
9.151,0.5315,3.074,2.6164,1.1604,2.2144,2.6589,1.0651,26.156,0.4565,0.4349,0.5651,-0.0462,0.5189,fast_left
9.451,0.4212,3.1349,2.6614,1.0528,2.2675,2.7069,1.073,29.035,0.5068,0.427,0.573,-0.1614,0.4116,fast_straight
9.753,0.3033,3.19,2.743,0.9428,2.3154,2.7549,1.0834,31.668,0.5527,0.4166,0.5834,-0.2667,0.3167,left
10.053,0.1543,3.2471,2.8024,0.8306,2.358,2.8029,1.1171,33.333,0.5818,0.3829,0.6171,-0.3333,0.2838,fast_left
10.357,0.0269,3.286,2.8924,0.7165,2.3951,2.8509,1.1266,35.602,0.6214,0.3734,0.6266,-0.4241,0.2025,fast_left
10.651,-0.0969,3.3086,3.0268,0.6007,2.4267,2.8989,1.1245,37.747,0.6588,0.3755,0.6245,-0.5099,0.1146,fast_left
10.943,-0.2227,3.313,-3.1064,0.4837,2.4528,2.9469,1.1132,39.448,0.6885,0.3868,0.6132,-0.5779,0.0353,fast_left
11.248,-0.3478,3.2985,-2.9564,0.3655,2.4731,2.9949,1.0909,40.761,0.7114,0.4091,0.5909,-0.6304,-0.0396,fast_left
11.452,-0.4294,3.2785,-2.8564,0.2861,2.4836,3.0269,1.0695,41.445,0.7234,0.4305,0.5695,-0.6578,-0.0883,fast_left
11.751,-0.5469,3.2336,-2.7064,0.1666,2.4944,3.0749,1.0273,42.19,0.7364,0.4727,0.5273,-0.6876,-0.1603,fast_straight
12.042,-0.6601,3.1694,-2.5606,0.0469,2.4996,3.1228,0.9739,42.38,0.7397,0.5261,0.4739,-0.6952,-0.2213,fast_left
12.241,-0.7458,3.1074,-2.4824,-0.0331,2.4998,-3.1284,0.9366,41.21,0.7192,0.5634,0.4366,-0.6484,-0.2118,fast_straight
12.441,-0.8206,3.0439,-2.3966,-0.1131,2.4974,-3.0963,0.8939,40.274,0.7029,0.6061,0.3939,-0.611,-0.2171,fast_straight
12.752,-0.9357,2.9233,-2.2886,-0.2329,2.4891,-3.0483,0.8261,37.053,0.6467,0.6739,0.3261,-0.4821,-0.156,fast_left
13.051,-1.0462,2.7866,-2.2172,-0.3521,2.4751,-3.0003,0.7608,32.266,0.5631,0.7392,0.2608,-0.2906,-0.0299,fast_left
13.354,-1.1246,2.6716,-2.1152,-0.4705,2.4553,-2.9523,0.6889,29.142,0.5086,0.8111,0.1889,-0.1657,0.0232,right
